1.398384211E9	1
1.398384232E9	1
1.398384257E9	1
1.398384391E9	1
1.398384406E9	1
1.398384538E9	1
1.398384602E9	1
1.398384678E9	1
1.39838639E9	1
1.398391222E9	1
1.398397991E9	1
1.398657104E9	1
1.398985401E9	1
1.398985816E9	1
1.398985954E9	1
1.398987267E9	1
1.398987892E9	1
1.398988564E9	1
1.399856212E9	1
1.399856347E9	1
1.399858336E9	1
1.399862108E9	1
1.399862735E9	1
1.399862884E9	1
1.399863808E9	1
1.399864158E9	1
1.399866225E9	1
1.399874342E9	1
1.399942088E9	1
1.399990847E9	1
1.400023475E9	1
1.400025761E9	1
1.402051361E9	1
1.402115105E9	1
1.402546534E9	1
1.402549046E9	1
1.402558696E9	1
1.402565072E9	1
1.402568484E9	1
1.402572403E9	1
1.402574118E9	1
1.402575555E9	1
1.402579869E9	1
1.4025803E9	1
1.402583117E9	1
1.402588047E9	1
1.402588571E9	1
1.402588909E9	1
1.402600556E9	1
1.402600673E9	1
1.402600921E9	1
1.402606966E9	1
1.402607523E9	1
1.402607636E9	1
1.402607661E9	1
1.402607974E9	1
1.402611673E9	1
1.402611895E9	1
1.402612291E9	1
1.402614493E9	1
1.402614506E9	1
1.402614639E9	1
1.402615999E9	1
1.402616079E9	1
1.402617471E9	1
1.40261783E9	1
1.402619071E9	1
1.402619333E9	1
1.402619553E9	1
1.40262003E9	1
1.402621858E9	1
1.402623201E9	1
1.402623455E9	1
1.402624174E9	1
1.402624229E9	1
1.402624431E9	1
1.402624521E9	1
1.402625397E9	1
1.402625565E9	1
1.402625572E9	1
1.402625788E9	1
1.402625837E9	1
1.402626128E9	1
1.402626293E9	1
1.402626603E9	1
1.402626678E9	1
1.402626683E9	1
1.402627024E9	1
1.402627177E9	1
1.402627242E9	1
1.402627354E9	1
1.402627366E9	1
1.402627774E9	1
1.402627913E9	1
1.402627922E9	1
1.402628017E9	1
1.402628075E9	1
1.402628075E9	1
1.402628107E9	1
1.402628131E9	1
1.402628155E9	1
1.402628241E9	1
1.402628285E9	1
1.402628289E9	1
1.402628304E9	1
1.402628314E9	1
1.402628315E9	1
1.402628317E9	1
1.402628317E9	1
1.402628323E9	1
1.402628338E9	1
1.402628339E9	1
1.402628415E9	1
1.402628425E9	1
1.402628445E9	1
1.402628459E9	1
1.402628472E9	1
1.402628475E9	1
1.402628492E9	1
1.402628528E9	1
1.402628548E9	1
1.402628558E9	1
1.402628559E9	1
1.402628569E9	1
1.40262858E9	1
1.4026286E9	1
1.402628604E9	1
1.402628606E9	1
1.402628641E9	1
1.402628649E9	1
1.402628654E9	1
1.402628659E9	1
1.402628664E9	1
1.402628789E9	1
1.402628854E9	1
1.402628892E9	1
1.402628913E9	1
1.402628937E9	1
1.402628977E9	1
1.402629027E9	1
1.402629065E9	1
1.402629082E9	1
1.402629191E9	1
1.402629209E9	1
1.402629212E9	1
1.402629216E9	1
1.402629217E9	1
1.402629233E9	1
1.402629237E9	1
1.402629252E9	1
1.402629255E9	1
1.402629257E9	1
1.402629264E9	1
1.402629272E9	1
1.402629276E9	1
