#0	0.15592213470824795	0.6	0.2	0.076
1	0.16160046215070775	0.1	0.1	0.017
2	0.14146576982237172	0.2	0.09	0.038
3	0.11323380981683867	0.1	0.1	0.027
4	0.12621559807936325	0.4	0.13	0.054
5	0.10672588062974649	0.0	0.11	0.028
6	0.1177818747808917	0.1	0.11	0.055
7	0.1040611799769937	0.1	0.1	0.048
8	0.1210462976710789	0.1	0.13	0.025
9	0.18035816834870774	0.4	0.13	0.046
10	0.1537974287446799	0.4	0.1	0.047
11	0.11131379308133336	0.0	0.09	0.036
12	0.10997246743057192	0.1	0.11	0.05
13	0.14073085445353947	0.1	0.14	0.047
