61212.0,5.012450444797281E-5,iran,1
2760.0,3.8615601342686226E-5,irantalks,1
2250.0,3.142783557746732E-5,rouhani,1
1694.0,2.356986392022638E-5,iranian,1
3741.0,1.0029269542370816E-5,no2rouhani,1
711.0,9.835440547513705E-6,irantalksvienna,1
571.0,7.893178119007334E-6,nonucleariran,1
20748.0,7.727769964843513E-6,humanrights,1
9052.0,5.02704750216607E-6,campliberty,1
9815.0,5.003253890245085E-6,maryamrajavi,1
30618.0,4.444558391564702E-6,iraq,0
19150.0,3.235012675405173E-6,freethe7,0
5125.0,2.7406443868292524E-6,nuclear,0
186514.0,2.6010631733612025E-6,news,0
87805.0,2.513227100291503E-6,syria,0
18080.0,2.413575896853159E-6,un,0
883.0,2.2144222493415525E-6,all4freedom,0
4221.0,1.5849140965186217E-6,senate,0
742.0,1.5814546913749795E-6,mustseeiran,0
1636.0,1.4863622124073765E-6,pmoi,0
28972.0,1.4837675629409792E-6,world,0
24687.0,1.3941855502759822E-6,paris,0
1762.0,1.3194305137969264E-6,iranelection,0
4716.0,1.2479809594074006E-6,reuters,0
20009.0,1.2281380927364903E-6,politics,0
4870.0,1.1845470872838014E-6,headline,0
5234.0,1.1051886170816814E-6,ap,0
90769.0,1.1029424389611667E-6,usa,0
3770.0,1.072006888675827E-6,euronews,0
32441.0,1.0685671216076962E-6,us,0
3692.0,9.587560698783285E-7,lemonde,0
522.0,9.517016920748119E-7,evin350,0
1468.0,8.641772922605384E-7,tehran,0
406.0,8.23930975200619E-7,dictatorshipiniran,0
574.0,8.234120946046931E-7,execution,0
7229.0,7.948953051783982E-7,fox,0
40501.0,7.703553829844296E-7,obama,0
37944.0,7.672909741309075E-7,nyc,0
1739.0,7.625430927210906E-7,unga,0
41106.0,7.187202740064464E-7,isis,0
6124.0,7.092266308068324E-7,abc,0
14733.0,6.255094760587661E-7,cnn,0
22344.0,6.125764807654721E-7,eu,0
21618.0,5.883259886728642E-7,media,0
680.0,5.60513992841894E-7,regime,0
53168.0,5.457264408811478E-7,london,0
1247.0,5.269442448302264E-7,socialtimes,0
2348.0,5.090551403699582E-7,afp,0
3518.0,5.057053714907142E-7,newsfeed,0
4404.0,4.701465886226225E-7,syrian,0
14330.0,4.686274342651326E-7,bbc,0
77002.0,4.3453461061200863E-7,health,0
1039.0,4.272508390345068E-7,convention,0
35940.0,4.1074310188010954E-7,uk,0
1404.0,4.0938294759806437E-7,persian,0
491.0,4.056448751233563E-7,humanright,0
1607.0,3.9187185808865814E-7,barackobama,0
6729.0,3.893301729093026E-7,woman,0
1322.0,3.8358365646693313E-7,protect,0
697.0,3.770477242460016E-7,freeiran,0
1793.0,3.7616954202832234E-7,seckerry,0
37225.0,3.7592228165579886E-7,egypt,0
1859.0,3.741110206188399E-7,wonder,0
1075.0,3.6515330956513434E-7,interfax,0
30212.0,3.5572956667013915E-7,women,0
9032.0,3.535806494891142E-7,mumbai,0
13155.0,3.5023652904094944E-7,congress,0
1781.0,3.484100964046497E-7,campashraf,0
48328.0,3.2940090218755376E-7,breaking,0
451.0,3.123794898349824E-7,4newiran,0
1430.0,3.1228282360370067E-7,geneva,0
18043.0,3.078102031193754E-7,italy,0
1396.0,3.037803515646361E-7,prisoners,0
1230.0,3.0007440561982833E-7,sanctions,0
2152.0,2.9339415895339043E-7,political,0
1023.0,2.8878796842908685E-7,tunis,0
3672.0,2.8538634020800493E-7,denmark,0
37839.0,2.7620823540630605E-7,israel,0
1760.0,2.7526891667385906E-7,unsc,0
2010.0,2.606787663991775E-7,oman,0
14266.0,2.4675209378448087E-7,spain,0
666.0,2.3594209387072237E-7,7hostages,0
1539.0,2.351224817560643E-7,humanrightsday,0
1668.0,2.3215313356083926E-7,timetoact,0
646.0,2.1703206061292414E-7,enpc,0
1326.0,2.1271985698194695E-7,resistance,0
2257.0,2.0419569314018134E-7,middleeast,0
1101.0,2.0046528339156815E-7,hostages,0
15188.0,1.9695242179755362E-7,newyork,0
3652.0,1.9580550208146161E-7,cairo,0
28920.0,1.9115045567572336E-7,google,0
1033.0,1.8407564483931462E-7,netanyahu,0
