87805.0,8.24604737395595E-4,syria,1
69487.0,6.521855875079326E-4,gaza,1
41106.0,3.852034264001048E-4,isis,1
37839.0,3.5337922480687024E-4,israel,1
31018.0,2.913857003432363E-4,mh370,1
26450.0,2.4430296177865016E-4,gazaunderattack,1
19354.0,1.7943332608598282E-4,mh17,1
18921.0,1.7645640967757796E-4,palestine,1
16431.0,1.5475865173198838E-4,freepalestine,1
13521.0,1.2826939400741272E-4,is,1
13436.0,1.2772491621145963E-4,bringbackourgirls,0
8117.0,8.083812157467954E-5,prayforgaza,0
8136.0,7.543066711105195E-5,iss,0
7538.0,7.027290491740363E-5,hamas,0
30618.0,5.9408531462321896E-5,iraq,0
5784.0,5.371917648869446E-5,prayformh370,0
5230.0,4.8445748323768085E-5,isil,0
4822.0,4.495827887000138E-5,taliban,0
4404.0,4.069844354976555E-5,syrian,0
4201.0,3.872975107213579E-5,southsudan,0
4115.0,3.8168606749190697E-5,bds,0
3981.0,3.7055550036257226E-5,icc4israel,0
3974.0,3.6816386524761506E-5,younusalgohar,0
3909.0,3.611730474143265E-5,israeli,0
3669.0,3.389139587506033E-5,palestinian,0
9143.0,3.244572707214471E-5,cia,0
6447.0,3.189760260811854E-5,assad,0
61212.0,3.0055775556764856E-5,iran,0
2786.0,2.5881407106711682E-5,idf,0
2757.0,2.544004969859324E-5,malala,0
2598.0,2.389535270636859E-5,malaysiaairlines,0
2543.0,2.3454026115585466E-5,sudan,0
2513.0,2.3233365387445926E-5,bokoharam,0
32441.0,2.3069760641665253E-5,us,0
2220.0,2.0438477596877885E-5,palestinians,0
2009.0,1.8461995640775285E-5,jamesfoley,0
18080.0,1.8428732373165958E-5,un,0
40501.0,1.693825899973573E-5,obama,0
6315.0,1.6233564683759176E-5,kobane,0
90769.0,1.6142077333383054E-5,usa,0
18145.0,1.3981729841754127E-5,turkey,0
37225.0,1.3624472961635866E-5,egypt,0
2646.0,1.3331791716753878E-5,aleppo,0
30343.0,1.270606874915424E-5,russia,0
2466.0,1.2592850593427055E-5,damascus,0
48328.0,1.2562008848749064E-5,breaking,0
1297.0,1.1991125887507776E-5,chibokgirls,0
1289.0,1.194517325937988E-5,daesh,0
1271.0,1.179812534711014E-5,alqaeda,0
7366.0,1.1199717653930498E-5,lebanon,0
1132.0,1.041039801789135E-5,childrenofsyria,0
8653.0,1.018934299919276E-5,goharshahi,0
45607.0,9.994709991879172E-6,ukraine,0
1965.0,9.792632039562274E-6,freegaza,0
2113.0,9.420786765938114E-6,homs,0
