synod14,1.0
ptl_yes,1.0
uhhhhhbrittany,1.0
geraldfrisbie1,1.0
katrinasdream,1.0
scottdienhart,1.0
texashdc,1.0
tea512,1.0
dcpistol,1.0
katheadbiscuits,1.0
